0 0 34.07668304 20.59543991 0 34.74667549 17.58938646 0 32.88745117 17.97703648
0 0 34.07668304 20.59543991 0 31.62284279 19.67388821 0 32.88745117 17.97703648
1 0 35.41666794 14.58333302 0 34.74667549 17.58938646 0 32.88745117 17.97703648
1 0 35.41666794 14.58333302 0 32.29283524 16.66783476 0 32.88745117 17.97703648
2 0 29.16900253 18.7523365 0 31.62284279 19.67388821 0 32.88745117 17.97703648
2 0 29.16900253 18.7523365 0 32.29283524 16.66783476 0 32.88745117 17.97703648
3 0 16.75988579 26.33134079 0 15.98158407 23.63825607 0 14.55700175 24.10552724
3 0 16.75988579 26.33134079 0 14.23386145 25.68570518 0 14.55700175 24.10552724
4 0 15.20328236 20.94517136 0 15.98158407 23.63825607 0 14.55700175 24.10552724
4 0 15.20328236 20.94517136 0 13.45555973 22.99262047 0 14.55700175 24.10552724
5 0 11.7078371 25.04006958 0 14.23386145 25.68570518 0 14.55700175 24.10552724
5 0 11.7078371 25.04006958 0 13.45555973 22.99262047 0 14.55700175 24.10552724
6 0 27.77777863 50 0 26.38888931 47.49264908 0 25 48.32843272
6 0 27.77777863 50 0 25 50 0 25 48.32843272
7 0 25 44.98529816 0 26.38888931 47.49264908 0 25 48.32843272
7 0 25 44.98529816 0 23.61111069 47.49264908 0 25 48.32843272
8 0 22.22222137 50 0 25 50 0 25 48.32843272
8 0 22.22222137 50 0 23.61111069 47.49264908 0 25 48.32843272
9 0 50 22.22222137 0 47.27898788 23.12148952 0 48.18599192 24.67358589
9 0 50 22.22222137 0 50 25 0 48.18599192 24.67358589
10 0 44.55797577 24.02075768 0 47.27898788 23.12148952 0 48.18599192 24.67358589
10 0 44.55797577 24.02075768 0 47.27898788 25.89926815 0 48.18599192 24.67358589
11 0 50 27.77777863 0 50 25 0 48.18599192 24.67358589
11 0 50 27.77777863 0 47.27898788 25.89926815 0 48.18599192 24.67358589
12 0 5.424107075 24.26870728 0 2.712053537 23.24546432 0 1.808035692 24.75623576
12 0 5.424107075 24.26870728 0 2.712053537 26.02324295 0 1.808035692 24.75623576
13 0 0 22.22222137 0 2.712053537 23.24546432 0 1.808035692 24.75623576
13 0 0 22.22222137 0 0 25 0 1.808035692 24.75623576
14 0 0 27.77777863 0 2.712053537 26.02324295 0 1.808035692 24.75623576
14 0 0 27.77777863 0 0 25 0 1.808035692 24.75623576
15 0 22.22222137 0 0 23.61111069 2.463486671 0 25 1.642324448
15 0 22.22222137 0 0 25 0 0 25 1.642324448
16 0 25 4.926973343 0 23.61111069 2.463486671 0 25 1.642324448
16 0 25 4.926973343 0 26.38888931 2.463486671 0 25 1.642324448
17 0 27.77777863 0 0 25 0 0 25 1.642324448
17 0 27.77777863 0 0 26.38888931 2.463486671 0 25 1.642324448
5 0 11.7078371 25.04006958 0 12.69649601 27.43642712 0 14.05095927 27.06806501
5 0 11.7078371 25.04006958 0 14.23386145 25.68570518 0 14.05095927 27.06806501
18 0 13.68515491 29.83278465 0 12.69649601 27.43642712 0 14.05095927 27.06806501
18 0 13.68515491 29.83278465 0 15.22252035 28.08206272 0 14.05095927 27.06806501
3 0 16.75988579 26.33134079 0 14.23386145 25.68570518 0 14.05095927 27.06806501
3 0 16.75988579 26.33134079 0 15.22252035 28.08206272 0 14.05095927 27.06806501
19 0 29.53178787 12.83437347 0 32.47422791 13.70885324 0 32.56500626 12.02564144
19 0 29.53178787 12.83437347 0 31.13917542 10.74679565 0 32.56500626 12.02564144
1 0 35.41666794 14.58333302 0 32.47422791 13.70885324 0 32.56500626 12.02564144
1 0 35.41666794 14.58333302 0 34.08161545 11.62127542 0 32.56500626 12.02564144
20 0 32.74656296 8.659217834 0 31.13917542 10.74679565 0 32.56500626 12.02564144
20 0 32.74656296 8.659217834 0 34.08161545 11.62127542 0 32.56500626 12.02564144
1 0 35.41666794 14.58333302 0 32.47422791 13.70885324 0 31.37248611 15.39001433
1 0 35.41666794 14.58333302 0 32.29283524 16.66783476 0 31.37248611 15.39001433
19 0 29.53178787 12.83437347 0 32.47422791 13.70885324 0 31.37248611 15.39001433
19 0 29.53178787 12.83437347 0 29.3503952 15.79335499 0 31.37248611 15.39001433
2 0 29.16900253 18.7523365 0 32.29283524 16.66783476 0 31.37248611 15.39001433
2 0 29.16900253 18.7523365 0 29.3503952 15.79335499 0 31.37248611 15.39001433
21 0 36.33568192 45.26753616 0 34.83450699 47.63376808 0 36.18596776 48.42251205
21 0 36.33568192 45.26753616 0 37.61228561 47.63376808 0 36.18596776 48.42251205
22 0 33.33333206 50 0 34.83450699 47.63376808 0 36.18596776 48.42251205
22 0 33.33333206 50 0 36.11111069 50 0 36.18596776 48.42251205
23 0 38.88888931 50 0 37.61228561 47.63376808 0 36.18596776 48.42251205
23 0 38.88888931 50 0 36.11111069 50 0 36.18596776 48.42251205
24 0 50 33.33333206 0 47.61672974 34.8817997 0 48.41115316 36.21749624
24 0 50 33.33333206 0 50 36.11111069 0 48.41115316 36.21749624
25 0 45.23345947 36.43026733 0 47.61672974 34.8817997 0 48.41115316 36.21749624
25 0 45.23345947 36.43026733 0 47.61672974 37.65957832 0 48.41115316 36.21749624
26 0 50 38.88888931 0 50 36.11111069 0 48.41115316 36.21749624
26 0 50 38.88888931 0 47.61672974 37.65957832 0 48.41115316 36.21749624
27 0 0 38.88888931 0 2.369996309 37.63275528 0 1.57999754 36.19961421
27 0 0 38.88888931 0 0 36.11111069 0 1.57999754 36.19961421
28 0 4.739992619 36.37662125 0 2.369996309 37.63275528 0 1.57999754 36.19961421
28 0 4.739992619 36.37662125 0 2.369996309 34.85497665 0 1.57999754 36.19961421
29 0 0 33.33333206 0 0 36.11111069 0 1.57999754 36.19961421
29 0 0 33.33333206 0 2.369996309 34.85497665 0 1.57999754 36.19961421
30 0 33.33333206 0 0 34.90360832 2.444114447 0 36.23203532 1.629409631
30 0 33.33333206 0 0 36.11111069 0 0 36.23203532 1.629409631
31 0 36.47388458 4.888228893 0 34.90360832 2.444114447 0 36.23203532 1.629409631
31 0 36.47388458 4.888228893 0 37.68138695 2.444114447 0 36.23203532 1.629409631
32 0 38.88888931 0 0 36.11111069 0 0 36.23203532 1.629409631
32 0 38.88888931 0 0 37.68138695 2.444114447 0 36.23203532 1.629409631
33 0 50 11.11111069 0 47.65501785 12.43925858 0 48.43667857 13.84839439
33 0 50 11.11111069 0 50 13.88888836 0 48.43667857 13.84839439
34 0 45.31003571 13.76740646 0 47.65501785 12.43925858 0 48.43667857 13.84839439
34 0 45.31003571 13.76740646 0 47.65501785 15.21703625 0 48.43667857 13.84839439
