// ================================================================================
// CHRONO WORKBENCH - github.com/Concrete-Chrono-Development/chrono-preprocessor
//
// Copyright (c) 2023 
// All rights reserved. 
//
// Use of the code that generated this file is governed by a BSD-style license that
// can be found in the LICENSE file at the top level of the distribution and at
// github.com/Concrete-Chrono-Development/chrono-preprocessor/blob/main/LICENSE
//
// ================================================================================
// Node Data File
// ================================================================================
//
// Data Structure:
// X Y Z 
//
// ================================================================================
0 7.160096645 3.162536144
0 10 0
0 6.666666508 0
0 10.01715279 4.257466793
0 3.528099298 3.52325511
0 5.863569736 5.824816227
0 10 20
0 7.116032124 16.76636314
0 6.666666508 20
0 10 15.59523773
0 3.52325511 16.47190094
0 5.824816227 14.13643074
0 8.618588448 12.99984837
0 13.33333302 20
0 12.92133045 16.88173294
0 16.47441483 16.48854446
0 14.15655041 14.26958084
0 3.241483688 7.115347862
0 0 6.666666508
0 0 10
0 4.257466793 9.982847214
0 7.202381134 8.630952835
0 12.93548965 3.117946863
0 13.33333302 0
0 14.26958084 5.843449593
0 16.48854446 3.525584221
0 11.61871529 6.360257626
0 3.162536144 12.83990383
0 0 13.33333302
0 20 6.666666508
0 16.88173294 7.078670025
0 20 10
0 15.59523773 10
0 16.83159447 12.91128635
0 20 13.33333302
0 13.43382931 11.46644115
0 10.11014652 9.977597237
0 6.650649071 11.21029758
0 11.54007435 13.53173923
0 8.720376015 6.461625576
0 13.65328026 8.420598984
0 1.671447873 14.82795143
0 0 16.66666603
0 18.32650185 14.84995747
0 20 16.66666603
0 14.85600853 1.660882831
0 16.66666603 0
0 14.84893608 18.34256935
0 16.66666603 20
0 18.34256935 5.151063442
0 20 3.333333254
0 1.692395806 5.159650803
0 0 3.333333254
0 3.333333254 0
0 5.172049046 1.671447873
0 5.159821987 18.3095665
0 3.333333254 20
0 20 0
0 18.2888031 1.714729428
0 20 20
0 18.28527069 18.2888031
0 1.715358138 1.714147091
0 0 0
0 1.714147091 18.28464127
0 0 20
20 10 0
20 7.160096645 3.162536144
20 6.666666508 0
20 10.01715279 4.257466793
20 5.863569736 5.824816227
20 3.528099298 3.52325511
20 6.666666508 20
20 7.116032124 16.76636314
20 10 20
20 10 15.59523773
20 3.52325511 16.47190094
20 5.824816227 14.13643074
20 8.618588448 12.99984837
20 12.92133045 16.88173294
20 13.33333302 20
20 16.47441483 16.48854446
20 14.15655041 14.26958084
20 0 6.666666508
20 3.241483688 7.115347862
20 0 10
20 4.257466793 9.982847214
20 7.202381134 8.630952835
20 12.93548965 3.117946863
20 13.33333302 0
20 16.48854446 3.525584221
20 14.26958084 5.843449593
20 11.61871529 6.360257626
20 3.162536144 12.83990383
20 0 13.33333302
20 20 6.666666508
20 20 10
20 16.88173294 7.078670025
20 15.59523773 10
20 16.83159447 12.91128635
20 20 13.33333302
20 13.43382931 11.46644115
20 6.650649071 11.21029758
20 10.11014652 9.977597237
20 11.54007435 13.53173923
20 8.720376015 6.461625576
20 13.65328026 8.420598984
20 1.671447873 14.82795143
20 0 16.66666603
20 20 16.66666603
20 18.32650185 14.84995747
20 14.85600853 1.660882831
20 16.66666603 0
20 14.84893608 18.34256935
20 16.66666603 20
20 20 3.333333254
20 18.34256935 5.151063442
20 0 3.333333254
20 1.692395806 5.159650803
20 5.172049046 1.671447873
20 3.333333254 0
20 5.159821987 18.3095665
20 3.333333254 20
20 18.2888031 1.714729428
20 20 0
20 18.28527069 18.2888031
20 20 20
20 0 0
20 1.715358138 1.714147091
20 1.714147091 18.28464127
20 0 20
3.162536144 0 7.160096645
4.257466793 0 10.01715279
3.52325511 0 3.528099298
5.824816227 0 5.863569736
16.76636314 0 7.116032124
15.59523773 0 10
14.13643074 0 5.824816227
16.47190094 0 3.52325511
12.99984837 0 8.618588448
16.88173294 0 12.92133045
14.26958084 0 14.15655041
16.48854446 0 16.47441483
3.117946863 0 12.93548965
5.843449593 0 14.26958084
3.525584221 0 16.48854446
6.360257626 0 11.61871529
7.115347862 0 3.241483688
6.666666508 0 0
10 0 0
9.982847214 0 4.257466793
8.630952835 0 7.202381134
13.33333302 0 0
12.83990383 0 3.162536144
7.078670025 0 16.88173294
10 0 20
6.666666508 0 20
10 0 15.59523773
12.91128635 0 16.83159447
13.33333302 0 20
11.46644115 0 13.43382931
11.21029758 0 6.650649071
9.977597237 0 10.11014652
13.53173923 0 11.54007435
6.461625576 0 8.720376015
8.420598984 0 13.65328026
1.660882831 0 14.85600853
16.66666603 0 0
14.82795143 0 1.671447873
14.84995747 0 18.32650185
16.66666603 0 20
18.34256935 0 14.84893608
5.151063442 0 18.34256935
3.333333254 0 20
5.159650803 0 1.692395806
