// ================================================================================
// CHRONO WORKBENCH - github.com/Concrete-Chrono-Development/chrono-preprocessor
//
// Copyright (c) 2023 
// All rights reserved. 
//
// Use of the code that generated this file is governed by a BSD-style license that
// can be found in the LICENSE file at the top level of the distribution and at
// github.com/Concrete-Chrono-Development/chrono-preprocessor/blob/main/LICENSE
//
// ================================================================================
// Tetrahedra Data File
// ================================================================================
//
// Data Structure:
// Node 1 Node 2 Node 3 Node 4
// Note: Node numbers are zero-indexed
//
// ================================================================================
189 185 186 324
30 181 31 337
278 299 334 331
185 187 188 324
216 34 43 44
260 252 317 333
292 13 14 6
190 97 324 186
52 4 179 61
268 236 198 225
24 26 330 315
338 324 339 317
309 223 206 222
89 188 338 324
298 281 299 334
169 141 304 178
68 87 339 317
38 9 12 323
51 52 175 18
3 22 26 330
298 301 291 314
244 245 326 322
276 10 307 327
138 162 135 332
163 130 131 321
51 17 18 130
49 30 330 337
144 172 312 177
235 234 319 326
274 291 288 325
11 12 327 321
323 327 321 314
119 70 264 127
181 183 184 330
48 279 15 313
77 76 72 328
215 318 336 331
236 199 198 225
47 302 13 14
20 21 37 321
90 105 96 324
6 14 286 9
41 165 142 327
234 174 267 173
141 107 128 178
211 201 212 320
279 280 292 318
132 52 175 51
45 239 25 330
293 73 74 294
141 107 170 128
284 113 80 311
85 101 86 332
79 78 295 303
280 281 297 334
117 70 137 333
181 29 30 31
87 254 68 339
162 161 159 314
24 40 315 337
34 33 31 193
253 255 260 339
280 318 334 323
230 50 57 58
105 100 316 317
36 40 35 315
101 85 328 332
320 189 336 324
61 266 4 234
237 200 320 338
134 138 135 332
277 281 280 334
72 120 71 293
111 88 110 262
185 95 96 94
145 161 321 314
308 153 171 327
298 297 334 323
251 238 239 330
35 315 337 318
172 276 171 312
107 75 170 128
91 68 104 317
215 211 210 336
249 119 127 269
92 139 325 328
35 40 32 315
115 227 96 94
179 62 271 174
4 52 179 51
145 142 143 321
164 156 159 314
322 320 329 339
20 27 19 131
276 273 308 327
313 222 223 279
7 6 286 9
147 174 173 267
89 111 270 122
303 79 112 113
101 85 92 328
271 61 62 179
295 283 284 316
244 54 2 266
17 5 21 326
54 244 2 0
232 147 173 267
210 213 192 336
61 271 62 53
55 307 8 56
4 53 54 266
285 286 287 323
159 162 314 325
245 0 3 1
62 179 61 52
61 234 4 179
179 234 4 132
212 187 189 324
132 52 51 179
4 51 179 132
188 217 265 338
3 39 326 315
36 38 12 315
165 144 142 327
15 47 14 318
36 35 38 315
164 145 321 314
246 259 257 322
250 259 319 322
258 243 338 339
163 150 319 335
175 51 18 130
115 231 89 188
305 75 325 120
28 27 41 142
240 236 330 320
236 199 330 320
183 199 184 330
242 243 254 338
158 157 154 288
214 337 320 336
166 249 180 269
147 146 232 173
300 327 323 314
121 289 128 310
175 51 130 326
137 166 263 180
26 22 24 330
174 132 173 234
179 234 174 271
244 245 0 326
54 244 0 326
35 33 16 318
244 54 266 326
237 240 258 339
61 271 234 179
45 261 23 46
144 10 63 327
51 17 130 326
334 298 323 314
316 314 329 317
199 183 225 330
54 53 2 266
191 284 331 316
115 231 188 114
243 258 255 339
188 202 217 338
301 294 328 316
5 4 0 326
12 36 315 321
20 17 21 326
301 293 325 328
17 4 5 326
318 334 323 329
61 266 234 53
39 5 0 326
137 176 117 333
15 302 47 318
132 130 133 326
326 3 315 322
33 43 15 318
114 89 231 122
298 300 287 323
226 183 181 330
54 4 266 326
244 2 0 1
61 271 53 234
238 240 330 322
291 290 288 325
233 250 319 333
265 241 217 203
36 21 315 321
87 91 338 317
335 250 322 339
194 44 60 228
198 268 225 224
245 3 251 1
142 144 143 327
204 209 208 282
248 250 247 333
245 244 0 1
68 254 253 339
29 226 30 49
329 335 339 317
251 23 1 22
3 251 1 22
261 23 251 22
261 45 23 22
237 200 236 320
194 43 44 216
31 33 32 337
50 226 29 49
77 72 74 328
247 152 151 167
241 237 258 338
33 193 43 318
247 152 167 333
25 226 50 49
188 115 324 89
218 265 217 203
10 144 165 327
76 101 92 328
33 32 337 318
76 92 75 328
279 222 318 194
214 211 196 336
200 199 236 320
92 106 75 325
183 224 225 272
239 46 261 45
205 277 318 331
196 182 337 318
29 226 181 30
57 58 46 272
81 100 103 316
235 259 246 322
47 302 14 318
226 181 30 337
216 34 193 43
46 25 45 272
230 57 224 272
57 230 58 272
230 25 58 272
239 45 25 272
224 239 268 225
272 225 183 239
183 239 25 272
183 224 272 230
230 183 25 272
30 31 32 337
226 25 50 183
239 46 45 272
309 205 277 318
301 298 296 334
39 21 326 315
81 98 100 316
276 285 275 327
21 20 326 321
283 295 296 316
117 134 82 83
163 145 161 321
214 196 182 337
212 211 320 336
131 27 142 321
20 17 130 19
27 11 327 321
40 30 32 337
181 184 214 337
130 163 326 321
242 110 338 262
83 69 70 333
181 214 182 337
276 308 171 327
26 330 315 322
193 33 337 318
115 188 324 227
247 233 152 333
283 296 334 316
163 131 145 321
78 81 103 316
199 201 184 320
208 306 220 219
59 60 313 48
328 314 317 332
330 184 337 320
250 319 335 322
313 222 194 223
252 264 118 333
22 45 25 330
279 222 223 309
320 237 338 339
153 273 156 314
86 104 69 317
91 105 324 317
60 228 44 59
257 250 260 339
157 168 141 325
105 100 97 324
277 280 318 334
295 284 80 316
34 33 193 43
183 25 50 230
43 194 44 15
103 100 102 316
111 242 110 270
30 25 49 330
206 309 205 277
